H2,CH4,C2H4,C2H6,C2H2,CO,CO2,risk_score
21.314,29.268,24.15,17.259,0.455,30.592,1231.06,6.6
1599.906,113.201,31.914,36.988,2.643,631.522,3843.427,33.7
352.026,412.843,336.581,131.769,10.373,1041.042,5383.928,83.35
37.439,192.734,13.844,156.604,0.858,285.237,2442.086,50.01
1234.004,89.508,22.726,29.006,1.608,528.077,3232.474,34.28
1283.691,76.593,0.0,29.131,2.594,273.975,2713.36,45.13
1529.673,105.412,27.767,33.892,2.382,578.358,3538.593,46.88
274.197,153.645,140.494,28.833,20.968,284.007,1959.309,59.98
330.0,95.0,130.0,47.0,35.0,295.0,2350.0,77.84
110.014,751.339,436.989,206.738,6.2,714.654,5611.592,79.08
714.724,181.863,206.886,58.922,16.387,391.987,2125.945,69.66
905.802,67.138,17.455,24.498,1.389,360.819,2248.19,32.27
230.464,521.841,559.56,258.521,10.254,662.678,4627.01,78.22
42.897,20.939,16.16,19.63,0.369,331.14,1651.684,3.06
515.294,94.235,16.596,20.414,2.09,229.304,2344.343,44.45
1142.278,144.299,787.236,89.773,145.296,582.898,4890.584,100.0
897.353,127.163,638.304,77.735,121.741,457.572,3765.176,100.0
645.533,45.189,150.738,58.944,37.796,191.16,1786.447,65.79
27.694,152.739,10.872,132.836,0.725,219.516,1879.243,52.13
117.077,718.957,553.43,133.625,6.782,445.777,3071.67,72.07
65.5,6.031,18.585,0.0,1.362,286.225,1193.069,5.68
1616.235,40.007,23.482,13.294,2.952,383.804,1667.996,48.83
205.829,386.174,14.639,244.586,1.699,367.033,1427.702,52.92
777.817,89.804,11.189,42.814,1.145,96.989,2693.602,36.86
1213.653,91.098,22.388,26.379,1.591,520.378,3350.808,39.01
41.092,150.577,56.349,267.267,2.941,468.662,1066.301,51.54
11.051,64.396,11.992,12.497,1.609,157.946,2021.232,6.99
49.91,240.637,19.838,241.166,1.228,409.4,2967.28,51.86
55.276,33.309,10.806,13.699,0.409,152.523,1282.035,5.49
2605.397,242.497,734.799,126.95,163.964,769.698,1398.193,100.0
99.724,389.483,4.739,216.3,1.854,194.168,2200.661,53.52
19.004,15.985,20.85,22.681,0.38,97.409,2257.796,3.49
256.255,69.307,93.334,35.036,24.804,235.976,1894.705,61.39
1274.573,54.11,20.055,15.193,0.501,258.024,1563.577,34.82
176.528,70.713,27.558,18.563,1.956,217.422,1066.975,41.51
321.279,83.889,0.352,27.238,2.468,129.925,2507.506,36.15
48.644,250.258,18.694,213.937,1.332,387.33,2890.832,40.95
1607.008,74.845,28.361,29.796,0.592,239.81,1313.85,41.36
70.0,458.0,279.0,133.0,3.8,458.0,3360.0,66.09
23.981,28.62,6.099,4.287,1.878,447.605,1395.035,7.01
57.73,38.495,10.35,14.456,0.4,184.479,1201.078,6.97
128.0,802.0,490.0,234.0,6.9,802.0,5900.0,77.86
1208.838,119.904,18.36,39.08,1.795,85.034,1399.47,42.02
251.526,19.564,6.239,8.257,0.2,122.079,925.924,30.04
148.772,365.654,8.097,52.631,2.099,402.017,960.748,50.88
48.0,235.0,18.0,210.0,1.2,370.0,2900.0,41.08
49.311,29.243,10.688,12.023,0.513,144.148,1096.973,12.89
2781.336,120.556,758.798,159.751,204.676,258.443,1522.374,100.0
440.0,130.0,172.0,65.0,44.0,392.0,3190.0,66.09
40.167,25.846,7.883,10.107,0.189,114.821,865.882,12.59
57.213,309.721,44.374,61.704,1.796,594.491,3460.92,48.76
169.285,51.56,70.569,24.565,18.53,156.347,1340.199,69.97
185.469,15.347,4.749,6.206,0.15,88.135,679.204,31.74
875.884,57.166,16.879,22.163,1.057,331.892,2167.98,46.91
187.179,57.933,77.092,26.758,18.586,160.354,1377.528,65.84
806.831,37.682,74.327,53.221,68.157,321.175,3218.291,74.6
947.957,120.43,562.083,70.965,122.516,419.686,3792.773,100.0
52.884,39.582,6.457,3.982,1.726,136.793,2247.762,9.07
60.093,7.654,16.644,5.359,1.504,381.953,1029.975,9.28
400.461,28.373,8.412,10.337,0.311,152.538,1171.168,48.29
68.017,268.876,39.404,152.323,1.395,549.344,3542.801,43.66
59.059,34.81,11.193,14.729,0.384,183.016,1230.605,8.89
1321.904,219.549,192.576,106.189,205.513,393.496,4216.99,100.0
156.359,1049.754,588.381,281.257,8.296,1034.242,6924.949,81.97
826.571,113.031,24.175,34.577,0.917,309.527,2453.946,47.06
65.939,361.723,27.202,326.114,2.344,530.503,4232.079,54.59
534.679,68.304,359.502,43.146,72.739,248.985,2179.37,100.0
311.987,345.074,536.424,164.842,16.537,479.22,4564.191,77.51
48.93,298.946,158.181,97.682,2.383,325.454,2505.02,68.57
19.222,51.361,2.979,15.605,2.021,318.27,1418.033,13.11
1536.06,121.456,29.197,35.725,2.353,600.583,3687.321,33.04
29.0,142.0,10.0,128.0,0.6,222.0,1800.0,48.16
631.645,84.852,432.699,55.548,80.447,304.559,2595.346,100.0
1346.976,25.668,26.165,23.001,0.528,582.998,2559.234,37.35
1231.549,152.697,738.596,100.895,156.051,598.907,5096.128,100.0
740.196,94.452,496.634,60.822,102.699,381.901,2985.002,100.0
143.182,804.353,161.377,220.974,7.23,645.25,582.952,74.08
118.885,734.49,449.366,202.133,6.478,697.958,5458.939,66.6
152.0,964.0,588.0,280.0,8.1,964.0,7080.0,79.51
1224.833,146.045,101.699,50.413,13.648,159.044,3294.187,64.3
57.298,290.476,21.965,259.46,1.575,436.873,3544.831,44.4
108.0,702.0,428.0,204.0,5.9,702.0,5160.0,85.6
75.0,485.0,295.0,142.0,4.2,485.0,3600.0,71.7
10.154,4.805,1.059,2.092,0.0,38.33,328.325,11.24
78.296,439.146,16.654,269.062,1.744,91.696,2127.911,42.16
593.322,43.008,11.965,15.39,0.711,242.544,1681.859,34.88
168.856,50.702,64.915,22.516,15.205,135.597,1158.882,69.48
262.593,488.155,218.384,120.921,8.958,339.318,0.0,72.3
578.0,76.0,385.0,48.0,77.0,289.0,2413.0,100.0
334.025,137.469,27.422,59.004,52.973,489.064,1809.643,66.2
388.183,734.015,150.686,282.829,17.68,438.374,1758.286,81.03
12.0,6.0,2.0,3.0,0.0,48.0,380.0,10.86
9.829,55.345,9.164,20.693,1.054,258.533,1271.592,4.36
55.262,38.351,11.003,13.285,0.381,173.32,1262.237,8.83
72.815,28.733,22.228,4.99,1.513,167.762,1359.772,10.18
232.0,68.0,90.0,34.0,23.2,207.0,1680.0,68.89
39.293,187.322,14.445,183.604,0.988,297.375,2581.661,53.0
27.996,150.03,10.634,131.688,0.724,231.561,1773.282,54.4
38.952,26.299,1.982,15.799,1.945,88.272,1639.191,5.81
524.87,35.789,9.389,13.346,0.493,208.467,1501.402,49.2
361.954,26.294,8.424,9.309,0.3,142.377,1083.877,32.86
1148.886,82.1,19.154,25.525,1.546,403.119,2510.887,30.83
148.873,47.921,63.671,24.601,16.666,149.405,1147.81,56.79
1092.531,86.383,25.905,13.821,0.842,477.484,1195.587,39.57
372.659,27.445,8.251,10.541,0.319,148.659,989.909,29.15
70.809,1.154,9.503,1.819,1.169,440.931,663.854,13.18
553.9,71.842,337.901,43.739,69.596,253.485,2102.085,100.0
91.883,601.412,309.343,176.231,4.257,570.11,4413.597,76.13
1754.112,108.076,28.801,36.267,2.334,684.346,3850.536,44.67
526.971,89.443,149.618,6.507,46.969,243.509,1165.279,66.37
28.888,20.152,6.155,7.094,0.0,94.861,765.931,8.79
37.976,25.818,7.526,9.554,0.203,128.204,971.951,5.88
23.522,35.656,17.871,17.432,1.876,271.847,2684.288,3.06
208.358,1339.563,1011.241,245.275,12.437,791.122,6264.296,71.85
69.264,443.589,243.361,121.76,3.722,402.761,3103.554,75.27
272.434,19.549,5.601,8.844,0.188,121.911,907.254,39.01
180.664,306.763,24.825,281.087,2.282,451.482,2807.842,52.62
33.748,30.923,16.7,14.861,1.304,133.603,810.861,5.72
15.893,10.697,3.003,4.204,0.0,58.285,531.727,11.26
94.121,329.448,561.218,193.771,21.201,626.185,1434.949,71.81
42.764,29.935,28.975,25.45,1.29,410.113,1712.195,8.03
411.417,771.752,284.464,35.755,4.234,911.138,3627.506,85.78
1117.679,146.928,717.288,86.729,148.93,533.687,4610.934,99.89
154.407,381.816,25.834,156.525,2.16,609.279,3688.307,53.39
1520.499,104.565,1.553,15.323,0.0,561.207,2125.476,37.63
338.333,699.195,227.881,147.666,9.497,567.095,1157.441,76.45
61.26,43.261,16.591,11.693,0.652,290.047,1212.675,8.46
174.0,52.0,68.0,26.0,17.4,155.0,1295.0,72.12
112.145,641.569,408.032,209.934,5.778,719.325,5019.392,83.2
8.304,4.974,0.953,2.105,0.0,30.237,250.573,8.36
108.465,776.299,468.298,225.807,6.439,791.962,5329.373,75.15
800.954,203.278,475.785,69.466,106.065,251.333,2832.508,100.0
594.946,79.941,402.078,49.79,82.002,282.329,2364.032,100.0
313.79,26.41,7.473,9.787,0.291,144.171,1150.469,43.27
15.143,8.233,2.136,2.956,0.0,57.982,516.213,11.74
64.936,36.25,14.509,16.764,0.552,424.103,1811.506,7.26
27.132,48.937,29.619,10.452,2.157,314.853,1620.48,12.41
889.29,125.3,584.543,77.226,123.282,433.757,4112.283,100.0
408.449,117.966,149.578,62.041,42.588,386.769,2859.984,78.27
320.977,88.678,130.693,43.496,32.134,293.821,2323.104,70.76
690.418,95.557,479.494,56.435,87.987,355.198,2811.896,100.0
139.466,967.438,525.92,273.851,7.873,875.027,6552.399,79.2
46.748,92.543,53.951,271.879,1.136,389.427,3617.675,45.68
165.347,113.183,9.353,265.347,1.712,134.606,4538.369,50.36
1562.81,108.238,29.08,40.039,2.55,646.66,3603.974,45.72
136.283,874.888,564.957,260.449,8.369,890.496,7056.674,77.54
416.374,162.096,169.399,36.856,65.299,233.387,2849.91,77.46
812.648,116.847,524.246,73.957,115.275,438.894,3299.566,100.0
140.691,846.095,533.552,258.07,8.123,911.633,6375.836,74.2
60.452,405.803,188.344,119.804,2.793,416.482,3145.268,65.91
265.871,75.555,99.929,36.293,24.349,226.307,1938.627,71.2
287.418,21.362,5.671,8.241,0.208,121.313,870.784,42.93
35.938,192.705,14.376,176.79,0.883,296.099,2504.807,46.37
37.838,182.705,14.736,164.25,0.875,291.85,2357.119,55.59
747.792,89.927,479.77,60.159,91.458,384.923,2887.915,100.0
54.535,251.368,18.66,57.547,0.077,42.609,4245.379,41.31
26.91,141.731,10.54,126.153,0.689,222.456,1875.561,48.21
162.01,86.706,60.509,136.284,16.402,808.74,3147.762,78.83
214.687,1258.357,966.922,241.529,13.142,869.382,6298.206,85.37
808.706,113.37,19.108,38.717,1.308,472.594,2011.216,47.14
529.445,69.336,355.959,43.767,66.967,256.084,2193.809,100.0
665.665,140.904,63.061,92.315,33.489,339.849,460.274,62.71
800.0,105.0,533.0,66.0,107.0,400.0,3338.0,100.0
4.183,0.0,10.984,19.463,1.816,109.377,1241.688,6.76
57.538,144.29,30.467,107.007,0.41,151.159,0.0,45.39
69.152,35.918,0.0,27.924,0.3,135.738,2334.624,11.64
685.41,45.599,11.337,14.287,0.764,260.595,1702.278,49.52
1704.847,107.103,29.386,36.611,2.308,666.276,4042.143,48.26
8.0,5.0,1.0,2.0,0.0,30.0,240.0,4.55
251.319,76.196,95.255,39.394,27.415,233.788,1813.808,60.07
28.619,18.904,6.138,7.427,0.0,91.241,724.157,3.24
50.169,941.232,622.253,202.384,16.758,436.425,1624.77,79.52
48.791,271.141,37.907,87.648,2.086,234.09,2043.089,55.87
6.154,49.207,18.209,20.274,1.6,89.748,1413.359,3.94
315.423,384.981,453.653,46.042,22.516,458.999,2285.713,70.15
506.987,116.555,14.124,4.476,0.824,281.792,288.905,47.86
68.946,442.78,296.135,123.838,3.828,449.437,3351.087,81.59
400.0,115.0,160.0,57.0,43.0,355.0,2800.0,71.53
29.828,18.414,8.08,7.572,1.49,366.112,1915.515,12.28
42.55,244.37,16.509,200.191,1.236,349.237,2749.629,51.82
19.765,28.93,3.008,9.066,0.003,449.476,2129.808,7.46
2437.872,116.367,403.203,171.962,245.456,599.697,1287.853,100.0
407.274,175.496,206.142,37.288,20.095,422.06,2439.476,77.66
77.907,308.866,23.294,214.816,2.727,648.781,1961.339,45.8
63.058,347.423,25.852,325.364,2.038,543.512,3958.854,44.62
56.833,41.461,13.583,23.775,1.186,266.981,1329.559,14.56
6.708,63.696,29.316,23.78,0.503,155.061,2099.366,7.3
73.668,32.402,19.149,19.009,0.784,220.199,1928.249,4.84
633.291,46.78,11.359,14.382,0.661,224.202,1627.407,41.39
177.075,1190.279,874.022,221.523,12.02,715.884,5555.262,67.59
9.153,4.676,1.242,2.672,0.0,35.287,303.354,12.18
18.546,11.015,3.195,3.819,0.0,65.103,535.195,7.78
33.452,163.095,11.444,145.349,0.801,269.013,2161.008,57.79
1116.798,134.068,679.063,85.551,135.629,495.088,4433.784,100.0
104.573,33.718,9.278,18.381,0.612,91.033,1497.723,8.18
612.127,78.878,15.752,33.24,1.675,554.459,3791.436,34.89
0.0,261.355,14.634,202.621,3.441,512.516,3517.047,56.79
62.209,37.501,11.751,14.617,0.523,201.032,1409.728,11.98
1035.406,130.577,721.325,82.615,138.116,487.201,4519.144,100.0
331.203,90.753,125.081,49.217,34.739,314.549,2266.051,66.38
139.582,153.056,40.106,19.524,0.521,531.768,3005.648,44.49
144.591,934.693,676.431,165.242,9.898,623.36,4118.12,81.98
2395.745,76.688,524.249,93.378,501.714,681.571,3967.205,97.49
389.612,26.044,8.206,10.628,0.286,152.212,1179.721,29.26
491.652,65.343,291.134,40.372,59.948,239.247,1880.816,100.0
322.624,98.111,140.985,49.911,34.011,326.784,2625.759,73.37
1594.24,32.813,401.773,44.432,190.729,360.555,3613.409,100.0
1144.368,53.803,10.161,37.046,2.42,205.594,459.117,43.57
326.548,66.04,21.805,24.586,2.791,357.578,491.69,42.45
1918.209,50.115,16.268,32.144,1.04,293.069,1719.664,31.48
69.041,320.753,27.401,283.306,1.821,505.558,3445.652,41.36
126.903,766.108,568.892,148.914,8.251,494.815,3661.037,74.24
238.036,65.603,94.421,32.762,22.366,188.254,1665.26,66.89
70.814,387.733,27.477,320.958,1.968,581.293,4496.244,45.9
690.739,83.192,468.035,58.453,86.948,335.362,2863.172,100.0
76.025,389.289,30.064,344.38,2.23,614.866,4470.257,57.22
1213.096,169.527,799.944,97.742,179.6,659.794,5202.362,100.0
299.372,89.483,116.692,40.986,29.215,269.848,2029.337,76.38
233.404,68.901,90.35,34.047,23.187,202.815,1647.566,60.12
1811.552,133.911,10.455,12.725,0.542,149.398,565.682,42.63
610.807,82.319,410.2,47.464,80.402,282.912,2584.861,100.0
205.378,406.823,42.793,177.91,0.126,478.02,234.015,57.97
56.178,387.969,192.809,113.904,2.751,355.062,2725.079,77.18
1163.567,152.915,724.971,101.135,150.246,591.473,4836.08,100.0
42.868,45.193,0.0,0.0,0.0,360.284,1739.616,12.3
179.2,140.776,29.014,175.876,1.739,158.367,735.394,49.72
178.396,359.534,22.23,215.006,1.202,654.08,2244.04,55.46
16.492,44.957,14.477,10.012,1.393,316.193,2664.179,13.16
697.32,82.077,79.046,38.296,22.348,256.419,2121.754,61.14
39.723,220.021,15.727,195.593,1.373,321.602,2523.62,56.86
141.372,929.131,705.619,167.145,8.687,551.448,3987.039,75.47
68.44,328.041,29.004,154.909,2.656,196.049,1253.334,55.65
190.0,1150.0,862.0,220.0,11.5,730.0,5200.0,74.32
43.785,212.603,15.819,189.957,1.25,350.737,2647.995,53.38
11.389,6.861,1.975,3.082,0.0,44.668,360.94,11.8
20.612,13.489,3.776,5.362,0.0,81.502,679.577,6.89
192.443,57.112,80.707,31.111,20.56,183.152,1548.603,62.23
11.244,6.287,1.957,2.909,0.0,46.289,369.724,9.47
75.377,24.596,21.868,6.852,0.357,273.708,756.075,4.11
45.217,29.748,9.907,12.2,0.321,154.618,1038.189,14.22
44.72,242.855,17.412,196.924,1.179,353.171,2729.222,55.76
1353.313,0.0,26.885,7.877,1.678,248.405,1426.148,36.69
34.295,19.207,13.099,5.334,0.444,46.913,730.07,11.17
953.797,117.509,122.596,5.727,37.039,268.893,797.002,69.0
25.619,15.362,4.948,6.109,0.0,87.268,585.872,7.57
179.913,230.438,33.736,125.07,0.451,729.837,1571.279,45.2
48.095,29.023,9.065,11.345,0.301,149.661,1062.411,10.68
186.963,52.86,73.274,26.217,18.681,166.674,1316.824,59.27
29.298,29.906,13.378,5.314,0.784,111.722,2305.803,3.77
43.079,11.039,0.0,24.454,0.712,228.208,1573.189,5.06
75.63,397.673,30.424,349.216,2.344,632.258,4780.119,53.32
40.933,24.359,8.266,8.492,0.0,105.381,829.069,4.7
2436.247,207.827,589.655,40.067,240.305,241.094,1113.563,100.0
334.836,97.231,129.505,53.115,36.7,321.966,2514.332,65.77
296.042,84.717,112.803,42.815,28.381,246.793,2156.465,60.49
298.954,81.311,113.964,41.658,29.357,248.988,2150.074,59.24
175.315,54.85,65.707,25.114,17.742,153.122,1374.94,66.35
273.158,20.937,5.697,7.932,0.198,106.462,753.415,39.94
645.679,44.667,11.813,14.629,0.766,246.067,1764.579,35.83
920.708,132.077,86.122,39.352,59.278,236.721,2281.322,65.61
1002.892,127.038,738.674,92.811,150.302,497.877,4486.519,100.0
38.22,23.522,6.552,8.501,0.208,106.792,880.937,14.32
123.116,770.781,519.298,245.911,6.797,794.382,6348.187,80.18
1181.948,150.593,792.491,90.483,160.804,614.153,4590.199,100.0
64.587,36.995,8.559,18.517,1.131,358.442,1570.725,12.78
493.06,1.553,9.878,23.231,1.058,322.895,1703.618,34.66
724.939,185.394,51.538,54.449,39.286,235.252,199.436,61.65
739.377,170.01,29.026,16.816,0.0,329.594,317.823,37.66
999.121,179.309,51.003,26.259,51.452,98.818,1916.272,69.67
1268.634,160.322,855.91,103.197,165.017,598.388,5419.648,100.0
163.5,228.949,6.179,102.105,1.039,677.183,2579.43,52.36
252.433,19.792,6.314,8.96,0.202,114.318,944.872,39.3
848.008,16.038,38.278,14.268,0.24,401.908,1138.82,34.26
19.0,12.0,3.0,5.0,0.0,68.0,550.0,14.02
857.258,62.899,16.968,21.597,1.054,324.375,2141.739,49.72
213.354,66.75,81.279,34.189,20.675,196.818,1662.473,75.9
35.953,202.637,46.979,166.88,0.304,439.635,1996.381,43.43
57.508,37.177,10.447,14.123,0.505,175.92,1219.88,12.69
19.94,12.325,4.096,4.787,0.0,68.02,578.168,8.93
108.585,743.864,409.802,190.761,5.702,746.843,5513.32,84.6
1560.115,115.032,32.095,36.049,2.392,597.925,3895.78,45.31
196.43,24.14,414.229,130.25,11.583,685.977,2179.438,71.16
255.451,77.032,100.13,38.472,25.178,234.659,1859.423,66.65
69.332,369.645,27.262,270.673,2.055,511.389,3402.703,52.65
154.436,1021.159,575.342,305.189,9.0,992.489,7153.614,85.44
1537.624,122.304,29.676,37.743,2.591,664.703,3954.388,47.58
66.92,0.0,12.245,6.248,0.994,434.163,1837.818,13.54
68.535,359.336,25.231,344.024,2.087,546.593,4280.032,41.49
357.148,108.607,141.431,55.844,35.499,332.473,2629.597,72.06
78.92,494.026,244.598,142.127,3.908,459.503,3333.573,67.88
1252.888,78.421,20.01,24.139,1.406,420.431,2661.738,39.0
216.842,521.289,616.089,218.33,1.603,642.224,3220.953,84.83
2898.294,22.74,556.75,38.509,198.733,559.509,2089.378,100.0
250.173,21.115,5.843,8.363,0.208,116.516,884.988,45.36
2687.01,79.655,670.331,124.57,221.385,441.331,2340.543,100.0
17.948,12.391,3.009,3.842,0.0,70.68,581.51,5.4
79.454,25.514,2.518,23.629,0.199,253.525,1754.996,13.65
522.321,68.133,366.792,44.189,72.466,267.857,2208.703,100.0
366.446,194.407,417.832,181.431,12.513,151.651,3140.499,83.7
453.334,73.131,137.623,50.44,58.729,371.459,2073.762,80.3
31.997,35.978,4.475,16.29,0.985,143.853,2270.093,12.45
982.457,43.865,59.55,81.711,52.721,231.604,2163.434,74.62
540.0,38.0,10.5,13.0,0.6,210.0,1550.0,30.34
109.911,432.487,8.28,272.023,2.828,362.474,3063.378,43.31
157.114,42.582,60.736,22.893,15.273,126.261,1129.09,56.88
152.281,45.652,60.158,23.421,16.77,136.355,1281.091,59.22
29.932,138.81,10.751,132.15,0.714,229.791,1809.335,55.47
59.585,27.988,21.77,12.765,0.0,354.917,831.258,5.53
463.645,105.212,11.663,10.663,1.391,29.792,2928.84,44.02
259.436,69.136,92.807,34.874,25.518,216.347,1792.928,60.5
1195.088,162.391,800.27,100.953,158.573,626.459,4655.976,100.0
23.952,14.231,4.25,6.163,0.0,93.194,729.895,10.06
68.024,59.725,0.0,6.244,1.449,128.765,1255.358,5.8
614.942,43.936,12.608,15.737,0.829,236.268,1894.79,32.19
182.377,54.757,72.586,24.228,18.068,157.514,1430.401,71.03
387.565,152.653,164.291,62.71,64.842,0.0,1706.111,68.4
97.519,602.532,344.395,172.324,5.301,561.126,4193.316,83.46
534.627,70.442,342.717,39.013,65.634,249.862,1962.841,100.0
598.872,78.106,393.192,47.395,76.589,277.76,2479.784,100.0
34.394,21.999,7.382,8.481,0.099,103.976,849.787,10.55
25.996,15.216,4.912,6.393,0.0,91.92,624.839,10.87
10.087,21.552,13.532,5.127,0.104,304.426,2419.293,3.88
36.598,23.678,7.172,8.697,0.209,105.328,867.652,3.87
23.016,128.543,9.343,106.039,0.524,206.704,1576.348,44.86
745.408,163.395,32.755,59.55,39.075,398.123,1402.465,69.81
491.49,63.051,309.585,37.111,64.912,237.452,2011.666,100.0
37.302,25.577,7.526,10.289,0.201,119.326,871.02,13.33
200.0,18.0,5.0,7.0,0.2,100.0,900.0,32.82
982.376,144.268,22.807,14.045,0.443,432.882,2912.158,49.17
61.001,35.076,11.127,14.603,0.425,164.125,1214.175,8.79
423.813,112.235,147.524,62.658,41.355,342.989,3134.642,69.02
141.055,541.2,194.015,266.931,13.766,730.729,5009.191,83.32
44.908,23.199,6.494,20.709,0.3,370.26,210.784,12.01
153.191,203.815,37.048,235.92,2.066,220.982,4040.815,44.09
131.983,671.173,645.126,70.337,15.354,786.476,1042.608,68.46
97.541,239.311,47.375,98.109,1.766,485.556,2323.186,47.35
49.083,257.376,18.106,222.425,1.281,423.513,3003.207,52.44
197.314,394.436,0.0,218.657,17.226,622.059,474.776,69.53
146.191,619.453,464.674,242.217,11.778,351.794,817.431,68.01
623.167,79.895,427.328,51.789,84.251,313.697,2598.271,100.0
1426.847,102.976,25.575,30.598,1.937,487.72,3100.534,35.56
128.053,1042.919,198.876,35.071,15.598,1.526,3155.213,65.82
68.806,22.513,0.185,20.201,1.991,169.914,1239.483,12.94
874.274,177.28,149.177,48.429,68.268,256.396,1719.487,74.51
76.118,367.796,27.132,355.483,2.131,550.677,4516.472,54.32
696.828,87.985,465.06,59.205,94.915,322.042,2705.305,100.0
262.862,70.121,102.214,35.41,23.949,233.412,1768.676,62.19
287.112,26.317,8.454,9.395,0.308,142.187,1178.518,40.3
560.017,81.302,385.284,48.505,81.417,271.03,2501.025,100.0
2564.909,246.458,338.513,57.776,408.258,363.665,3764.963,100.0
1083.345,91.446,29.517,23.7,1.046,438.843,2477.51,42.86
15.958,9.59,2.987,3.98,0.0,56.138,426.521,12.32
64.116,35.332,16.773,8.19,0.782,315.101,362.285,4.76
330.0,96.0,128.0,48.0,33.0,295.0,2380.0,63.61
67.682,321.046,23.31,307.298,1.972,499.973,4066.255,56.72
1797.093,0.0,34.356,40.605,1.439,200.801,1732.864,34.06
25.449,52.861,21.538,24.92,0.747,239.618,1253.336,5.91
36.595,179.369,14.857,170.559,0.877,282.478,2529.209,44.44
1400.0,98.0,24.0,30.0,2.0,560.0,3300.0,48.39
73.601,225.845,49.42,146.992,2.339,580.864,1086.802,55.21
1092.945,152.44,727.993,102.038,154.968,589.752,4683.54,100.0
677.1,84.921,404.705,52.611,89.198,322.091,2741.395,100.0
706.0,92.0,470.0,58.0,94.0,353.0,2940.0,100.0
664.166,124.676,198.796,35.538,69.207,393.763,2440.771,78.1
122.627,789.708,486.155,239.368,7.28,872.143,6138.519,83.04
83.03,517.943,350.226,164.286,4.381,502.964,4027.065,66.93
115.409,391.173,0.0,27.559,0.0,615.155,1901.605,49.79
61.605,37.437,11.725,14.056,0.517,200.061,1400.364,13.77
1905.303,119.832,30.622,40.422,2.501,572.498,3547.923,46.22
1520.0,105.0,27.0,33.0,2.2,592.0,3580.0,35.8
312.254,93.722,116.698,45.253,30.608,278.623,2267.483,75.46
1230.928,221.12,154.459,63.546,57.186,338.815,1894.115,68.66
32.645,172.337,12.487,149.125,0.824,273.498,2201.223,40.85
77.839,472.666,254.119,137.131,4.015,490.555,3367.378,77.47
27.589,136.122,9.44,119.618,0.625,236.444,1840.021,52.51
300.369,153.862,23.94,35.873,0.31,459.923,1366.941,37.89
27.235,134.042,10.317,121.434,0.59,227.781,1813.345,42.53
187.757,985.756,464.205,210.911,6.807,330.99,3031.157,69.53
1435.743,39.45,7.313,30.522,0.407,0.0,1681.623,33.14
14.389,8.526,3.177,4.031,0.0,52.622,441.718,7.84
48.744,30.071,9.879,12.244,0.312,150.494,1169.562,9.72
32.916,20.966,6.399,8.382,0.0,124.569,930.934,13.56
107.7,719.062,384.414,197.04,7.463,715.102,5211.68,75.42
87.629,58.483,13.346,7.783,1.219,320.646,1373.338,5.75
12.757,7.197,2.421,3.839,0.0,56.505,474.07,4.93
532.867,184.613,29.954,15.319,1.552,576.96,2965.989,44.49
453.978,135.631,171.514,62.974,46.848,368.3,3381.594,70.95
125.076,797.457,491.783,229.681,6.847,777.849,6130.351,81.1
344.331,98.701,141.116,54.188,36.223,302.16,2450.278,76.49
1029.643,20.615,19.644,27.83,2.441,221.857,679.026,41.71
901.081,108.815,26.764,0.599,2.116,282.488,1145.428,49.75
53.738,31.771,9.504,12.509,0.411,146.679,1217.178,14.57
240.0,71.0,94.0,35.0,24.0,214.0,1740.0,63.04
540.733,71.791,333.522,41.097,67.333,249.729,2148.019,100.0
25.532,17.222,4.957,7.258,0.0,92.703,649.154,9.89
14.278,7.699,2.037,3.201,0.0,60.697,504.101,14.03
115.247,826.116,463.05,236.709,6.892,749.261,5688.606,75.84
47.026,26.121,14.491,22.787,1.343,225.784,1258.543,10.2
367.38,106.404,153.975,57.242,38.949,318.047,2847.25,65.52
76.629,399.752,28.467,363.01,2.426,644.143,4734.989,46.15
73.106,534.94,306.102,140.688,3.908,485.191,3613.367,83.17
174.724,617.977,330.602,50.405,13.497,974.374,5212.19,84.33
38.0,188.0,14.0,168.0,0.9,295.0,2380.0,58.0
17.027,11.842,2.905,3.881,0.0,71.362,580.175,6.66
1593.252,144.055,46.603,20.344,1.022,760.644,2513.512,40.58
43.367,14.881,29.013,12.124,0.037,98.381,1637.215,11.5
512.7,35.894,9.541,11.363,0.393,188.885,1287.491,42.31
397.755,769.029,569.494,106.564,10.863,476.809,5125.722,72.74
875.273,228.344,449.428,30.439,205.54,337.554,3619.132,100.0
93.335,536.462,205.503,167.588,7.698,734.122,1866.022,75.35
298.763,80.646,108.732,40.075,31.762,239.462,2029.535,63.66
38.356,15.145,24.805,12.799,0.893,166.57,1894.903,12.46
1094.847,50.931,157.27,49.353,45.192,426.675,1752.189,76.61
147.784,442.028,11.001,317.134,2.464,599.566,2869.021,42.24
978.952,75.332,20.361,26.761,1.443,416.585,2513.452,43.88
279.722,954.294,447.39,48.045,3.49,528.211,4079.29,85.2
28.663,153.137,10.748,121.738,0.674,229.624,1833.759,57.98
582.429,67.801,377.878,47.744,72.812,260.256,2428.939,100.0
19.999,9.926,2.916,5.22,0.0,80.425,687.012,6.35
582.846,79.286,384.46,52.841,85.322,296.001,2381.92,100.0
672.828,95.242,464.65,61.839,92.23,370.266,3014.357,100.0
48.61,27.991,9.639,11.414,0.477,140.107,1172.845,8.72
50.257,15.645,32.677,10.955,0.921,235.192,1157.101,6.98
